Mass,Bfld,ID
39851630000.0,0.124668606,463521
36956623000.0,0.1493499,463649
41525340000.0,0.16148975,463894
48971506000.0,0.1493854,463958
56198582000.0,0.07956276,464110
65846497000.0,0.1532856,464247
3118757600.0,4.612561,464332
49407370000.0,0.1290443,464422
29438620000.0,0.103896044,464576
31912524000.0,0.12359219,464669
39926264000.0,0.13727826,464936
25324214000.0,0.096050605,465016
62883578000.0,0.06818089,465080
36941080000.0,0.22820544,465284
45395350000.0,0.17751771,465361
40402600000.0,0.10929207,465412
18105446000.0,0.11767861,465693
25988506000.0,0.13931672,465764
7069044000.0,0.2213024,465844
12589415000.0,0.4081631,465922
30906978000.0,0.3899019,466265
52776423000.0,0.20743492,466436
37246590000.0,0.26197115,466599
44937160000.0,0.14347725,466694
39084070000.0,0.13135679,466801
56720610000.0,0.13941735,466894
49344676000.0,0.17309783,467212
40743730000.0,0.18013193,467445
52093235000.0,0.17559469,467575
37042106000.0,0.1906417,467628
39911200000.0,0.12733552,467740
56801894000.0,0.14938132,467871
70995770000.0,0.18243314,468064
41844466000.0,0.15241091,468168
35360915000.0,0.12547868,468318
24647166000.0,0.12085054,468382
40007455000.0,0.15537268,468450
62106570000.0,0.23708832,468590
23377480000.0,0.12271627,468623
51680640000.0,0.12119183,468695
20810068000.0,0.19254796,468888
38959104000.0,0.15522115,469204
67385004000.0,0.12290863,469464
34983543000.0,0.15657194,469705
34944740000.0,0.1963904,470060
46813168000.0,0.15850092,470322
39195770000.0,0.14129701,470679
25190674000.0,0.13718951,470728
67890170000.0,0.13906571,471109
25314812000.0,0.15668474,471161
38028616000.0,0.26533833,471219
13841706000.0,0.3678577,471262
36347916000.0,0.33060622,471358
48679485000.0,0.11185056,471468
21596252000.0,0.107328095,471517
33325136000.0,0.18495499,471740
27462988000.0,0.1948305,471901
24242800000.0,0.13495937,471951
16010871000.0,0.15625891,472020
18244006000.0,0.7927984,472296
45123670000.0,0.24538647,472418
14648428000.0,0.3483256,472685
30731680000.0,0.111161515,472747
39350530000.0,0.16705959,472824
40566424000.0,0.13628854,472884
23680293000.0,0.15756616,472955
49177793000.0,0.19171707,473004
39955018000.0,0.15422407,473055
48048280000.0,0.08983672,473349
33279785000.0,0.23087522,473420
43404860000.0,0.16524693,473514
31922570000.0,0.15142788,473753
47892940000.0,0.14501086,473898
24556268000.0,0.16604409,474017
65108040000.0,0.1811086,474204
42159830000.0,0.36773586,474271
45551866000.0,0.14956045,474377
39432780000.0,0.1663699,474437
37364486000.0,0.11996745,474569
20214774000.0,0.117589585,474674
28261170000.0,0.15649353,474860
44490030000.0,0.25466725,474979
35586310000.0,0.12048788,475220
25141412000.0,0.15370457,475440
43973860000.0,0.14272618,475542
48859775000.0,0.17952336,475656
44941914000.0,0.15679148,475722
30741604000.0,0.24606973,476005
7597390000.0,1.6109353,476045
30518483000.0,0.1303795,476295
36819214000.0,0.35286057,476362
22162694000.0,0.10367333,476417
44897735000.0,0.16334316,476487
21041020000.0,0.13738543,476696
26264207000.0,0.19840261,476745
15315368000.0,0.18685624,476944
47208452000.0,0.16555075,477031
